"","Realm_GETL1","Code","Biome..GET.L3._Ecosystem_Fuctional_Groups..GET.Level.3.","EcosystemType_GETLevel5_6","RLE_2025","EPL_2025","IUCN_GET_2025_L2","IUCN_GET_2022_L3","GET_L2.text","GET_L3.text"
"171","Terrestrial","Gs15","Grassland","Tsomo Grassland","LC","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"172","Terrestrial","FS2","Fynbos","Saldanha Granite Strandveld","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"173","Terrestrial","FFd7","Fynbos","Agulhas Sand Fynbos","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"174","Terrestrial","SKn5","Succulent Karoo","Platbakkies Succulent Shrubland","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"175","Terrestrial","SVl6","Savanna","Gabbro Grassy Bushveld","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"176","Terrestrial","Gh12","Grassland","Vaal Reefs Dolomite Sinkhole Woodland","LC","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"177","Terrestrial","FFs6","Fynbos","Piketberg Sandstone Fynbos","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"178","Terrestrial","FFs24","Fynbos","South Swartberg Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"179","Terrestrial","SVcb15","Savanna","Springbokvlakte Thornveld","EN","PP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"180","Terrestrial","FFs7","Fynbos","North Hex Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"181","Terrestrial","FRd2","Fynbos","Hantam Plateau Dolerite Renosterveld","LC","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"182","Terrestrial","SVcb13","Savanna","Loskop Mountain Bushveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"183","Terrestrial","SKr19","Succulent Karoo","Aggeneys Gravel Vygieveld","LC","WP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"184","Terrestrial","FRg2","Fynbos","Swartland Granite Renosterveld","EN","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"185","Terrestrial","SKr9","Succulent Karoo","Tatasberg Mountain Succulent Shrubland","LC","WP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"186","Terrestrial","Gd10","Grassland","Drakensberg Afroalpine Heathland","LC","WP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"187","Terrestrial","FFt1","Fynbos","Kango Conglomerate Fynbos","LC","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"188","Terrestrial","FFs15","Fynbos","North Langeberg Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"189","Terrestrial","FFs18","Fynbos","North Outeniqua Sandstone Fynbos","LC","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"190","Terrestrial","Gh4","Grassland","Besemkaree Koppies Shrubland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"191","Terrestrial","Dn5","Desert","Western Gariep Hills Desert","LC","PP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"192","Terrestrial","Gs7","Grassland","Income Sandy Grassland","EN","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"193","Terrestrial","Dn3","Desert","Western Gariep Plains Desert","LC","PP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"194","Terrestrial","FFq2","Fynbos","Swartruggens Quartzite Fynbos","LC","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"195","Terrestrial","SVmp2","Savanna","Limpopo Ridge Bushveld","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"196","Terrestrial","SKs7","Succulent Karoo","Namaqualand Strandveld","LC","PP","MT2","MT2.1","Supralittoral coastal systems","Coastal shrublands and grasslands"
"197","Terrestrial","FFb1","Fynbos","Northern Inland Shale Band Vegetation","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"198","Terrestrial","AZi8","Azonal Vegetation","Muscadel Riviere","EN","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"199","Terrestrial","NKb6","Nama-Karoo","Bushmanland Basin Shrubland","LC","PP","T5","T5.1","Deserts and semi-deserts","Semi-desert steppes"
"200","Terrestrial","FFd9","Fynbos","Albertinia Sand Fynbos","EN","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"201","Terrestrial","FFs12","Fynbos","Overberg Sandstone Fynbos","EN","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"202","Terrestrial","Dg7","Desert","Northern Nababiepsberge Mountain Desert","LC","NP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"203","Terrestrial","FFd11","Fynbos","Southern Cape Dune Fynbos","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"204","Terrestrial","SKv4","Succulent Karoo","Tanqua Escarpment Shrubland","LC","MP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"205","Terrestrial","SKv5","Succulent Karoo","Tanqua Karoo","LC","MP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"206","Terrestrial","SKn1","Succulent Karoo","Namaqualand Klipkoppe Shrubland","LC","PP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"207","Terrestrial","SVcb25","Savanna","Poung Dolomite Mountain Bushveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"208","Terrestrial","FOz6","Forests","Southern Coastal Forest","LC","WP","T1","T1.2","Tropical-subtropical forests","Tropical-subtropical dry forests and thickets"
"209","Terrestrial","FOz1","Forests","Southern Afrotemperate Forest","LC","WP","T2","T2.4","Temperate-boreal forests & woodlands","Warm temperate laurophyll forests"
"210","Terrestrial","SVcb2","Savanna","Madikwe Dolomite Bushveld","LC","WP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"211","Terrestrial","SVl16","Savanna","Southern Lebombo Bushveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"212","Terrestrial","FS6","Fynbos","Cape Flats Dune Strandveld","EN","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"213","Terrestrial","Gm4","Grassland","Eastern Free State Sandy Grassland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"214","Terrestrial","SKt3","Succulent Karoo","Roggeveld Karoo","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"215","Terrestrial","FRs13","Fynbos","Eastern Ruens Shale Renosterveld","EN","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"216","Terrestrial","FRs19","Fynbos","Humansdorp Shale Renosterveld","EN","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"217","Terrestrial","SKv10","Succulent Karoo","Little Karoo Quartz Vygieveld","LC","PP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"218","Terrestrial","FFa3","Fynbos","Swartland Alluvium Fynbos","EN","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"219","Terrestrial","Gh8","Grassland","Bloemfontein Karroid Shrubland","LC","MP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"220","Terrestrial","FFd6","Fynbos","Hangklip Sand Fynbos","CR","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"221","Terrestrial","Gs17","Grassland","Tarkastad Montane Shrubland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"222","Terrestrial","FS7","Fynbos","Overberg Dune Strandveld","EN","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"223","Terrestrial","SVl24","Savanna","Zululand Coastal Thornveld","CR","NP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"224","Terrestrial","Gm13","Grassland","Amersfoort Highveld Clay Grassland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"225","Terrestrial","FRs14","Fynbos","Mossel Bay Shale Renosterveld","CR","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"226","Terrestrial","NKu2","Nama-Karoo","Upper Karoo Hardeveld","LC","MP","T5","T5.1","Deserts and semi-deserts","Semi-desert steppes"
"227","Terrestrial","SVk12","Savanna","Kathu Bushveld","LC","PP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"228","Terrestrial","Gh6","Grassland","Central Free State Grassland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"229","Terrestrial","SVl22","Savanna","Northern Zululand Sourveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"230","Terrestrial","Gd1","Grassland","Amathole Montane Grassland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"231","Terrestrial","Dg6","Desert","Helskloof Canyon Desert","LC","WP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"232","Terrestrial","FRs9","Fynbos","Swartland Shale Renosterveld","CR","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"233","Terrestrial","SKn2","Succulent Karoo","Namaqualand Shale Shrubland","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"234","Terrestrial","Gs13","Grassland","Mabela Sandy Grassland","CR","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"235","Terrestrial","SVcb26","Savanna","Ohrigstad Mountain Bushveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"236","Terrestrial","SVl23","Savanna","Zululand Lowveld","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"237","Terrestrial","SVk10","Savanna","Kuruman Mountain Bushveld","LC","NP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"238","Terrestrial","FFg2","Fynbos","Boland Granite Fynbos","EN","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"239","Terrestrial","AZa5","Azonal Vegetation","Highveld Alluvial Vegetation","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"240","Terrestrial","FFh6","Fynbos","Elgin Shale Fynbos","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"241","Terrestrial","Gh14","Grassland","Western Highveld Sandy Grassland","EN","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"242","Terrestrial","FOa1","Forests","Lowveld Riverine Forest","VU","WP","T1","T1.2","Tropical-subtropical forests","Tropical-subtropical dry forests and thickets"
"243","Terrestrial","FRs8","Fynbos","Breede Shale Renosterveld","EN","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"244","Terrestrial","FFs10","Fynbos","Hawequas Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"245","Terrestrial","Gm22","Grassland","Northern Escarpment Dolomite Grassland","EN","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"246","Terrestrial","FFb6","Fynbos","Eastern Coastal Shale Band Vegetation","EN","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"247","Terrestrial","SKs3","Succulent Karoo","Southern Richtersveld Yellow Duneveld","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"248","Terrestrial","Gm21","Grassland","Lydenburg Thornveld","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"249","Terrestrial","SKv1","Succulent Karoo","Doringrivier Quartzite Karoo","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"250","Terrestrial","FS1","Fynbos","Lamberts Bay Strandveld","CR","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"251","Terrestrial","FFs11","Fynbos","Kogelberg Sandstone Fynbos","CR","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"252","Terrestrial","SVl14","Savanna","Swaziland Sour Bushveld","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"253","Terrestrial","FOz2","Forests","Northern Afrotemperate Forest","LC","WP","T2","T2.4","Temperate-boreal forests & woodlands","Warm temperate laurophyll forests"
"254","Terrestrial","Dg9","Desert","Eastern Gariep Plains Desert","LC","PP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"255","Terrestrial","SVk8","Savanna","Kuruman Vaalbosveld","LC","NP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"256","Terrestrial","SKs6","Succulent Karoo","Oograbies Plains Sandy Grassland","LC","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"257","Terrestrial","SVmp5","Savanna","Tsende Mopaneveld","LC","WP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"258","Terrestrial","SKk2","Succulent Karoo","Central Knersvlakte Vygieveld","LC","WP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"259","Terrestrial","FOz7","Forests","Northern Coastal Forest","LC","WP","T1","T1.2","Tropical-subtropical forests","Tropical-subtropical dry forests and thickets"
"260","Terrestrial","FFq6","Fynbos","Suurberg Quartzite Fynbos","LC","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"261","Terrestrial","SKn4","Succulent Karoo","Namaqualand Heuweltjieveld","LC","PP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"262","Terrestrial","SKt2","Succulent Karoo","Hantam Karoo","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"263","Terrestrial","FFs5","Fynbos","Winterhoek Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"264","Terrestrial","Gm9","Grassland","Tsakane Clay Grassland","EN","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"265","Terrestrial","SVl3","Savanna","Granite Lowveld","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"266","Terrestrial","SVmp3","Savanna","Cathedral Mopane Bushveld","LC","WP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"267","Terrestrial","SVmp4","Savanna","Mopane Basalt Shrubland","LC","WP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"268","Terrestrial","Dn1","Desert","Alexander Bay Coastal Duneveld","CR","NP","MT2","MT2.1","Supralittoral coastal systems","Coastal shrublands and grasslands"
"269","Terrestrial","FFs16","Fynbos","South Langeberg Sandstone Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"270","Terrestrial","FFl3","Fynbos","Canca Limestone Fynbos","LC","NP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"271","Terrestrial","FFt2","Fynbos","Loerie Conglomerate Fynbos","LC","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"272","Terrestrial","FFh10","Fynbos","Suurberg Shale Fynbos","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"273","Terrestrial","AZd3","Azonal Vegetation","Cape Seashore Vegetation","LC","WP","MT2","MT2.1","Supralittoral coastal systems","Coastal shrublands and grasslands"
"274","Terrestrial","NKu1","Nama-Karoo","Western Upper Karoo","LC","NP","T5","T5.1","Deserts and semi-deserts","Semi-desert steppes"
"275","Terrestrial","SKr11","Succulent Karoo","Rooiberg Quartz Vygieveld","LC","WP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"276","Terrestrial","Gm3","Grassland","Eastern Free State Clay Grassland","VU","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"277","Terrestrial","SVs2","Savanna","Thukela Thornveld","LC","PP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"278","Terrestrial","SVs7","Savanna","Bhisho Thornveld","LC","NP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"279","Terrestrial","AZa1","Azonal Vegetation","Fynbos Riparian Vegetation","LC","WP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"280","Terrestrial","AZi6","Azonal Vegetation","Southern Karoo Riviere","LC","PP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
"281","Terrestrial","Gs10","Grassland","Drakensberg Foothill Moist Grassland","LC","PP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"282","Terrestrial","Gs18","Grassland","Bedford Dry Grassland","LC","NP","T4","T4.5","Savannas and grasslands","Temperate subhumid grasslands"
"283","Terrestrial","SVk9","Savanna","Kuruman Thornveld","LC","NP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"284","Terrestrial","SVl5","Savanna","Tshokwane-Hlane Basalt Lowveld","LC","WP","T4","T4.1","Savannas and grasslands","Trophic savannas"
"285","Terrestrial","FOz9","Forests","Ironwood Dry Forest","LC","WP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"286","Terrestrial","Dn2","Desert","Namib Lichen Fields","CR","WP","T5","T5.5","Deserts and semi-deserts","Hyper-arid deserts"
"287","Terrestrial","FFl2","Fynbos","De Hoop Limestone Fynbos","LC","MP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"288","Terrestrial","SVl17","Savanna","Lebombo Summit Sourveld","EN","NP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"289","Terrestrial","SVcb1","Savanna","Dwaalboom Thornveld","LC","MP","T4","T4.2","Savannas and grasslands","Pyric tussock savannas"
"290","Terrestrial","FRd1","Fynbos","Nieuwoudtville-Roggeveld Dolerite Renosterveld","LC","PP","T3","T3.2","Shrublands & shrubby woodlands","Seasonally dry temperate heaths and shrublands"
"291","Terrestrial","SKr14","Succulent Karoo","Southern Richtersveld Inselberg Shrubland","LC","NP","T5","T5.2","Deserts and semi-deserts","Thorny deserts and semi-deserts"
